gsector,quarter,PE_count,PE_mean,PE_median,PE_std,PE_var,PE_min,PE_max,MB_count,MB_mean,MB_median,MB_std,MB_var,MB_min,MB_max,company_count,sector_name
10,2010Q1,629,17.035652672583105,29.417525773195877,181.65808165073486,32999.65862902511,-1416.0,856.4,629,4.379761704013327,1.038340518860769,28.06344390911105,787.5568840398215,-0.3970292275574113,501.1472334362383,628,Energy
10,2010Q2,651,18.599388406646103,15.000000000000002,170.88407407682362,29201.366773093327,-854.0000000000001,1856.0,651,4.826508922808383,0.960586140703076,40.75579231359862,1661.0346071091853,-0.4362383612662942,951.501996007984,651,Energy
10,2010Q3,631,11.543295459985616,16.184971098265898,253.86943403117755,64449.68953531045,-2184.0,1906.5,631,29.901581555273786,0.9890210314862212,553.2368085134868,306070.96629418834,-0.180280608421999,13672.52,631,Energy
10,2010Q4,677,0.4741090131673216,-1.937984496124031,309.36232948268844,95705.05090295542,-3067.0,2525.0,677,9.453627949825158,1.1621317586429032,123.83300541885997,15334.613231067391,-1.0,2704.2507492507493,677,Energy
10,2011Q1,652,64.3253366887589,2.377873563218391,640.8625790264686,410704.8451964562,-2807.0,9300.0,652,7.783964962593152,1.2929232358472054,99.05281970552346,9811.461091614949,-0.6253114754098361,2452.73014354067,651,Energy
10,2011Q2,661,22.790079737645314,30.85714285714286,216.07245945784268,46687.3077361611,-3489.0,1099.0,661,20.354154859472366,1.157608900561476,326.45807142512786,106574.87239861366,-0.3816923990498812,7911.916666666666,661,Energy
10,2011Q3,657,26.54378537519438,21.853658536585368,177.28937383528216,31431.522074906447,-1128.5,3345.0,657,10.049582211645118,0.8789313558452223,134.51841268440918,18095.203351132965,-0.3237225015450916,2588.6818181818185,657,Energy
10,2011Q4,686,3.525911214342591,1.625,282.1506692184981,79609.00014044631,-3097.0,3444.5,686,32.977186605533,0.976248651997822,697.7467839618663,486850.5745291274,-0.7833820745788377,18119.0,686,Energy
10,2012Q1,704,15.763313965235579,18.675657894736844,268.6198254893418,72156.61064592443,-4294.0,1737.5,704,25.798754766936227,1.0015968366470336,431.6740257075709,186342.46447058048,-0.6811123986095017,10838.500000000002,703,Energy
10,2012Q2,703,29.036054084228404,13.250000000000002,256.00912845485243,65540.67385221321,-2039.0,4065.999999999999,703,6.9198574774747525,0.8954935621257947,95.82939914542933,9183.273740574019,-0.7327605956471935,2488.6187624750496,703,Energy
10,2012Q3,704,10.794443170649455,-0.4494949494949495,356.6694912772121,127213.12600794532,-4737.5,4353.0,704,13.10825118758878,0.9642318591707735,217.57198277288734,47337.56768772561,-0.562238991055645,5410.006666666668,704,Energy
10,2012Q4,741,16.538647355449825,-0.888888888888889,202.6144314810389,41052.60784438464,-1328.5,2911.0,741,10.12472400373021,0.9493075698523358,127.42146027621418,16236.228538922802,-0.8861628652560226,3019.4635,741,Energy
10,2013Q1,704,24.88782100214308,15.400000000000002,317.9469289758298,101090.24964516128,-4040.999999999999,2755.0,704,15.478637976448788,0.9779470759329165,176.28995354438922,31078.14772068289,-0.8602571861389889,3820.645833333333,702,Energy
10,2013Q2,713,31.885299268064664,20.63978494623656,238.5330859469074,56898.033091354824,-1247.5,5045.0,713,13.344426086335432,0.9577609768155648,120.37319501653768,14489.706078489424,-0.8969460600654177,2055.065868263473,713,Energy
10,2013Q3,703,34.78684819351701,17.0,292.7723855271503,85715.6697272584,-1449.9,4694.0,703,8.614073026446269,1.0134853626712026,80.07069792048257,6411.316665473172,-0.9289562669560498,1852.3126873126876,703,Energy
10,2013Q4,736,40.254590430144475,-0.014016347501436903,295.79620858591136,87495.39701379991,-1950.0,3888.0,736,48.5248456822856,1.0227490240184427,597.320110589653,356791.31451483513,-0.9600405670162496,12629.333333333332,736,Energy
10,2014Q1,703,45.31594575445339,32.90322580645161,345.30177107025963,119233.31310425799,-5624.0,3272.0,703,15.389259060423804,1.1016295927146171,215.6395067573593,46500.39687455728,-0.4868077571669477,5355.396145610278,702,Energy
10,2014Q2,738,44.52632898215943,23.0984521575985,313.6004664720575,98345.25257149221,-2222.0,4118.0,738,17.78514469041097,1.1825830989681063,251.01256223255854,63007.30639855428,-0.8661615384615385,6401.364849833148,738,Energy
10,2014Q3,708,38.4467648661597,30.0,298.13722783053726,88885.80661847777,-3786.0,2212.0,708,14.079727067769426,1.0583420053970134,189.58755484929065,35943.44095373277,-0.9555640910207088,4562.911433172302,708,Energy
10,2014Q4,739,12.234705327672609,-0.5338983050847458,263.1087732477271,69226.22655992406,-3690.999999999999,3257.9999999999995,739,10.482965188384433,0.8438137364271118,136.48203341197978,18627.345444268758,-0.984567052901098,3360.5537669027685,739,Energy
10,2015Q1,689,36.78898402700033,-2.087719298245614,430.856281227886,185637.13507352324,-2519.0,5350.0,689,13.29936921826611,0.8493349032349412,166.45454778588746,27707.116478604254,-0.9826920822436648,3679.7952286282302,688,Energy
10,2015Q2,696,16.603661853971452,-3.032051282051282,459.97882022510174,211580.51505567675,-2827.0,8755.0,696,10.767901726328203,0.8660537107175542,156.33701042672695,24441.26082916654,-0.9835515389956028,3853.2237215909095,696,Energy
10,2015Q3,663,11.294919797619025,-1.088235294117647,187.7654624316329,35255.86888216497,-1951.0,1528.0,663,8.858785467955034,0.7695031838093808,137.6631686635605,18951.14800649187,-0.9775414564189728,3424.290046656299,663,Energy
10,2015Q4,663,-4.24394695742247,-1.5833333333333337,404.09485734762177,163292.65373479482,-9286.0,2073.0,663,25.167957086009586,0.7635407946929168,416.76709675580764,173694.81293826472,-0.6538900255754475,10150.458999999995,663,Energy
10,2016Q1,619,25.92346680069587,-3.4166666666666665,414.191725106283,171554.78514651876,-1243.5,9276.315789473683,619,18.450723893633906,0.7750586736410897,198.5645528337543,39427.88164206879,-0.6893022973113009,3841.878787878787,618,Energy
10,2016Q2,613,-3.2135389372590293,-5.658139534883721,219.4708862722703,48167.46992113592,-2667.0,1591.0,613,16.15995140335071,0.8328939909297052,230.6505887763329,53199.69410286902,-0.5546326836581709,5217.2,613,Energy
10,2016Q3,592,3.677177718778936,-4.692051282051281,391.9065806855123,153590.7679846098,-3218.0000000000005,4488.0,592,23.111486795038193,0.8791216042940339,323.7464486691636,104811.76302589549,-0.5551107715813598,7286.857538035961,592,Energy
10,2016Q4,607,8.86855780663135,-3.0,347.3581807548674,120657.70573733108,-3735.0,4462.0,607,30.69375944579081,0.949115623005222,517.0339353648865,267324.09031890123,-0.395309829059829,12252.74231678487,607,Energy
10,2017Q1,573,51.53202455307305,12.692307692307692,403.05739315008356,162455.2621729409,-1950.0,6045.0,573,27.019140742939403,0.9160683148607734,442.58045445321613,195877.4586640156,-0.3643600802394889,10362.606227106227,571,Energy
10,2017Q2,586,28.131955173731626,-0.5466782227253432,283.1031900402499,80147.41621096585,-2971.0,2263.0,586,26.054999560323463,0.8569749667116331,410.5941647035889,168587.56808863775,-0.181038353909465,9730.6921875,586,Energy
